dataset,window_id,origin,window_size,train_size,test_size,horizon,period,mase_scale,window_data_path,trend_strength,seasonal_strength,adf_pvalue,data_length,skewness,cv,local_slope_30,local_std_ratio_30,local_change_rate_30,local_mean_ratio_30,local_slope_120,local_std_ratio_120,local_change_rate_120,local_mean_ratio_120,best_trajectory,best_mase,split
melbourne_temp,70,690,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_70.pkl,0.153861,0.087219,0.439335,600,0.005934,0.358588,-0.07495,0.701019,-0.91358,0.591105,-0.058204,0.816368,-0.93578,0.79615,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 2}]",0.664499,A
melbourne_temp,71,700,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_71.pkl,0.165387,0.09768,0.248656,600,0.013587,0.368666,-0.06812,0.710286,-0.19802,0.549213,-0.049988,0.759556,-0.205882,0.743974,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.972307,A
melbourne_temp,72,710,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_72.pkl,0.176741,0.102821,0.178706,600,0.038219,0.372744,0.171902,0.73239,1.615385,0.583585,-0.040156,0.73823,0.051546,0.731956,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 3}]",0.46574,A
melbourne_temp,73,720,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_73.pkl,0.167264,0.097925,0.109269,600,0.073657,0.373625,0.219733,0.693614,83.999992,0.707336,-0.022219,0.728911,-0.335937,0.728185,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 2}]",0.82082,A
melbourne_temp,74,730,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_74.pkl,0.163441,0.097311,0.18154,600,0.128327,0.375874,-0.004894,0.450976,-0.093333,0.790422,-0.005874,0.674202,-0.339806,0.706967,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.502269,A
melbourne_temp,75,740,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_75.pkl,0.161744,0.096354,0.182906,600,0.1704,0.378434,-0.074861,0.400912,-0.171171,0.792357,0.006927,0.62972,1.787879,0.697588,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.554376,A
melbourne_temp,76,750,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_76.pkl,0.167739,0.101559,0.176925,600,0.195631,0.381897,0.022692,0.40335,-0.423529,0.755337,0.002977,0.619269,-0.209677,0.719088,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.5767999999, ""multi_resolution"": 0.4232000001}, ""interval"": 3}]",0.848754,A
melbourne_temp,77,760,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_77.pkl,0.16196,0.105113,0.083484,600,0.234838,0.384208,0.030634,0.491143,-0.333333,0.782887,0.010914,0.62798,-0.225,0.723476,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.877762,A
melbourne_temp,78,770,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_78.pkl,0.15226,0.091784,0.116928,600,0.245272,0.383624,-0.038776,0.548129,0.0,0.771913,0.016629,0.633937,0.569444,0.71929,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 1}]",1.641103,A
melbourne_temp,79,780,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_79.pkl,0.121715,0.064865,0.022314,600,0.249939,0.38164,0.135751,0.770001,0.525,0.881316,0.029401,0.705652,0.506173,0.761499,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6478079568, ""chunk_ensemble"": 0.3521920432}, ""interval"": 2}]",0.91139,A
melbourne_temp,80,790,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_80.pkl,0.101314,0.034855,0.013529,600,0.239434,0.377398,0.04663,0.864378,-0.015152,0.903059,0.028912,0.738672,-0.356436,0.78694,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7499999999, ""chunk_ensemble"": 0.2500000001}, ""interval"": 2}]",0.770432,A
melbourne_temp,81,800,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_81.pkl,0.064954,0.0,0.037653,600,0.119254,0.366222,-0.041268,0.875516,-0.226994,1.042718,0.037539,0.805982,2.230769,0.829948,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.739168,A
melbourne_temp,82,810,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_82.pkl,0.023751,0.0,0.092383,600,0.10861,0.363654,0.165562,0.928607,-0.255814,1.092907,0.042521,0.842839,126.999987,0.893456,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6335395748, ""multi_resolution"": 0.3664604252}, ""interval"": 2}]",0.774622,A
melbourne_temp,83,820,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_83.pkl,0.006196,0.0,0.114433,600,0.107379,0.363768,0.068765,0.740222,0.44898,1.213128,0.039497,0.814267,0.893333,0.95188,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.588111243, ""chunk_ensemble"": 0.411888757}, ""interval"": 2}]",0.82587,A
melbourne_temp,84,830,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_84.pkl,0.013448,0.000449,0.098618,600,0.167029,0.365535,0.004383,0.881447,-0.337349,1.241009,0.043445,0.869535,-0.009009,0.981141,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.7499999999, ""residual_correction_advanced"": 0.2500000001}, ""interval"": 2}]",0.59026,A
melbourne_temp,85,840,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_85.pkl,0.020286,0.0,0.090152,600,0.147389,0.363929,-0.002469,0.808831,0.303279,1.195068,0.049011,0.882006,0.870588,0.994611,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7499999999, ""chunk_ensemble"": 0.2500000001}, ""interval"": 3}]",0.854663,A
melbourne_temp,86,850,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_86.pkl,0.046971,0.0,0.082821,600,0.14305,0.363448,0.019177,0.776033,0.04,1.191106,0.047582,0.88433,0.11828,1.031116,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 1}]",0.510327,A
melbourne_temp,87,860,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_87.pkl,0.083552,0.0,0.134428,600,0.145186,0.364768,0.103337,0.525254,0.301587,1.236109,0.049165,0.888094,0.451327,1.075281,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.7499999999, ""multi_resolution"": 0.2500000001}, ""interval"": 3}]",0.825118,A
melbourne_temp,88,870,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_88.pkl,0.094515,0.0,0.144072,600,0.109111,0.361717,0.042113,0.444273,0.122951,1.279397,0.046116,0.865526,0.7125,1.107786,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.682226,A
melbourne_temp,89,880,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_89.pkl,0.107785,0.004141,0.157659,600,0.086381,0.361825,0.023515,0.50779,0.014085,1.333654,0.044845,0.856395,1.181818,1.145102,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",0.601648,A
melbourne_temp,90,890,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_90.pkl,0.117768,0.031706,0.196658,600,0.044079,0.360633,0.055884,0.498182,0.255639,1.350511,0.035506,0.783495,0.02454,1.191455,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.516236,A
melbourne_temp,91,900,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_91.pkl,0.115695,0.01134,0.16962,600,0.037284,0.353808,0.012436,0.569486,-0.103448,1.377617,0.040327,0.785793,-0.244186,1.199434,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.660326087, ""naive"": 0.339673913}, ""interval"": 2}]",0.484005,A
melbourne_temp,92,910,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_92.pkl,0.111095,0.011193,0.138536,600,0.001049,0.34745,-0.049544,0.532656,-0.120968,1.341454,0.026666,0.697471,0.112245,1.223741,"[{""step"": 0, ""weights"": {""ets"": 0.6250003263, ""progressive_adaptive_combiner"": 0.3749996737}, ""interval"": 2}]",0.641967,A
melbourne_temp,93,920,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_93.pkl,0.109704,0.010212,0.082864,600,-0.037908,0.345712,-0.086986,0.605191,-0.059211,1.295129,0.019676,0.672753,-0.138554,1.231048,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",1.063628,A
melbourne_temp,94,930,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_94.pkl,0.100302,0.003801,0.188178,600,-0.048528,0.339812,0.001535,0.664294,0.372549,1.259916,0.021213,0.680078,0.721311,1.224793,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5940374361, ""ets"": 0.4059625639}, ""interval"": 2}]",1.018529,A
melbourne_temp,95,940,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_95.pkl,0.108906,0.013077,0.34305,600,0.071527,0.336978,0.209321,0.907178,0.178082,1.380119,0.036256,0.765526,0.72,1.246844,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.909456,A
melbourne_temp,96,950,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_96.pkl,0.109938,0.014925,0.057605,600,0.034604,0.334959,0.01733,0.851488,-0.077419,1.405216,0.031879,0.702465,0.134921,1.253492,"[{""step"": 0, ""weights"": {""naive_drift"": 0.5714017939, ""local_drift"": 0.4285982061}, ""interval"": 2}]",0.412229,A
melbourne_temp,97,960,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_97.pkl,0.12367,0.047358,0.139658,600,-0.000707,0.333904,-0.149544,0.681217,-0.276786,1.442386,0.027158,0.673352,0.327869,1.272355,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.6323529412, ""naive"": 0.3676470588}, ""interval"": 2}]",1.648087,A
melbourne_temp,98,970,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_98.pkl,0.116279,0.03875,0.037352,600,0.019872,0.33293,-0.101446,0.840225,-0.423913,1.293827,0.014456,0.727676,-0.253521,1.272952,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 4}]",1.186644,A
melbourne_temp,99,980,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_99.pkl,0.091367,0.020218,0.009594,600,0.026149,0.333855,-0.329099,1.071091,-0.384146,1.125958,-0.010915,0.828446,-0.240602,1.240202,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 3}]",0.586285,A
melbourne_temp,100,990,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_100.pkl,0.069695,0.021832,0.014455,600,0.021916,0.329743,-0.15208,0.960301,-0.253086,0.978082,-0.027783,0.877982,-0.165517,1.217851,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 1}]",1.509493,A
melbourne_temp,101,1000,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_101.pkl,0.04079,0.017458,0.018116,600,0.029762,0.330187,-0.014549,0.612061,0.190476,0.826115,-0.047112,0.963006,-0.395161,1.176767,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.84768,A
melbourne_temp,102,1010,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_102.pkl,0.014511,0.031693,0.019919,600,0.028193,0.331655,-0.097108,0.698573,0.234043,0.813893,-0.060879,1.032048,-0.236842,1.134297,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5883653116, ""ets"": 0.4116346884}, ""interval"": 2}]",1.361507,A
melbourne_temp,103,1020,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_103.pkl,0.015979,0.044539,0.041354,600,0.035551,0.337489,-0.106452,0.67408,-0.514925,0.683594,-0.079059,1.111893,-0.575163,1.079428,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 3}]",0.622061,A
melbourne_temp,104,1030,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_104.pkl,0.037123,0.0493,0.034191,600,0.061753,0.340724,-0.011212,0.572317,-0.188235,0.670626,-0.088922,1.135704,-0.527397,1.04249,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 3}]",0.85896,A
melbourne_temp,105,1040,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_105.pkl,0.065157,0.059993,0.033854,600,0.034493,0.347403,0.031123,0.591482,0.049505,0.621462,-0.100215,1.173381,-0.316129,0.997888,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",0.837473,A
melbourne_temp,106,1050,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_106.pkl,0.081935,0.054652,0.035273,600,0.047605,0.351476,-0.012725,0.632153,-0.25,0.676598,-0.100439,1.158203,-0.665179,0.957506,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.5161023946, ""progressive_adaptive_combiner"": 0.4838976054}, ""interval"": 2}]",1.687839,A
melbourne_temp,107,1060,600,600,12,12,5,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_107.pkl,0.103884,0.076054,0.052665,600,0.072578,0.357292,-0.03871,0.653819,-0.607143,0.625409,-0.082699,1.016796,-0.820652,0.872867,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.509579024, ""ets"": 0.490420976}, ""interval"": 2}]",0.958912,A
melbourne_temp,108,1070,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_108.pkl,0.112963,0.088346,0.059337,600,0.040404,0.370276,-0.17564,0.738695,-0.009615,0.566629,-0.079142,0.991879,-0.371951,0.807424,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 3}]",2.705269,A
melbourne_temp,109,1080,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_109.pkl,0.116252,0.083332,0.026734,600,0.08132,0.374317,0.101735,0.697041,0.877551,0.567007,-0.051087,0.851295,-0.432099,0.753223,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 1}]",0.803093,A
melbourne_temp,110,1090,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_110.pkl,0.11104,0.085572,0.017021,600,0.117756,0.376278,0.177508,0.735168,1.6875,0.618969,-0.026977,0.68489,0.365079,0.714,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5793845793, ""auto_arima"": 0.4206154207}, ""interval"": 2}]",0.758078,A
melbourne_temp,111,1100,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_111.pkl,0.105128,0.080054,0.02556,600,0.130437,0.377413,0.039889,0.5323,0.590909,0.723244,-0.021213,0.697171,0.117021,0.711871,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.595739,A
melbourne_temp,112,1110,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_112.pkl,0.098036,0.078053,0.039741,600,0.171672,0.379287,0.044227,0.521156,-0.069444,0.722937,-0.005978,0.652719,-0.5,0.694392,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7499999999, ""residual_correction_advanced"": 0.2500000001}, ""interval"": 3}]",0.807391,A
melbourne_temp,113,1120,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_113.pkl,0.086462,0.077053,0.035275,600,0.189177,0.380114,0.099021,0.626284,-0.349398,0.784146,0.007912,0.668285,-0.364706,0.705223,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.481856,A
melbourne_temp,114,1130,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_114.pkl,0.08102,0.073606,0.035966,600,0.227956,0.382343,0.053526,0.589314,0.805556,0.824327,0.018152,0.659905,-0.356436,0.711214,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.722515,A
melbourne_temp,115,1140,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_115.pkl,0.062266,0.057042,0.01881,600,0.272,0.382417,-0.000222,0.641329,1.0,0.88665,0.020588,0.688907,-0.04,0.742561,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 2}]",1.252718,A
melbourne_temp,116,1150,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_116.pkl,0.026793,0.043332,0.045975,600,0.282572,0.379845,0.149944,0.746227,1.097222,0.970138,0.038326,0.781162,0.797619,0.777671,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 1}]",0.671805,A
melbourne_temp,117,1160,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_117.pkl,0.017796,0.037931,0.03541,600,0.311113,0.381298,0.013081,0.736641,0.194805,0.993253,0.037882,0.764144,-0.115385,0.801954,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.6999999999, ""chunk_ensemble"": 0.3000000001}, ""interval"": 3}]",1.086867,A
melbourne_temp,118,1170,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_118.pkl,0.009903,0.03418,0.014161,600,0.318894,0.381446,0.022358,0.784393,0.540541,1.07838,0.051919,0.822078,2.489796,0.835081,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.683838,A
melbourne_temp,119,1180,600,600,12,12,8,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_119.pkl,0.048688,0.036779,0.025281,600,0.333902,0.38257,0.221958,0.895124,-0.25,1.156264,0.062989,0.909197,2.0,0.900108,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 2}]",0.793424,A
melbourne_temp,120,1190,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_120.pkl,0.064022,0.030579,0.023156,600,0.315547,0.382268,0.046585,0.783203,0.344538,1.253366,0.054674,0.835147,1.424242,0.961159,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.5162761874, ""auto_arima"": 0.4837238126}, ""interval"": 2}]",0.911685,A
melbourne_temp,121,1200,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_121.pkl,0.091967,0.038592,0.029182,600,0.28761,0.383537,0.0204,0.630874,-0.045752,1.325305,0.063004,0.860998,1.027778,1.007206,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 1.0}, ""interval"": 3}]",0.717143,A
melbourne_temp,122,1210,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_122.pkl,0.12591,0.048713,0.029681,600,0.271894,0.385634,0.123915,0.527775,0.133333,1.34571,0.06808,0.879059,0.638554,1.061587,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.5758105859, ""ets"": 0.4241894141}, ""interval"": 2}]",0.388674,A
melbourne_temp,123,1220,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_123.pkl,0.143522,0.06643,0.023214,600,0.243804,0.383807,-0.049833,0.37271,-0.05,1.366659,0.061702,0.837078,2.694444,1.101295,"[{""step"": 0, ""weights"": {""naive_drift"": 0.5988703438, ""ets"": 0.4011296562}, ""interval"": 2}]",0.419641,A
melbourne_temp,124,1230,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_124.pkl,0.135458,0.061008,0.03063,600,0.21002,0.376618,-0.109188,0.427976,-0.247253,1.30736,0.049963,0.793675,1.854167,1.130831,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 2}]",0.439418,A
melbourne_temp,125,1240,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_125.pkl,0.143921,0.065167,0.03533,600,0.164133,0.375021,0.030033,0.353089,0.330579,1.256188,0.046096,0.759491,1.236111,1.156156,"[{""step"": 0, ""weights"": {""ets"": 0.5088619285, ""multi_resolution"": 0.4911380715}, ""interval"": 2}]",0.37079,A
melbourne_temp,126,1250,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_126.pkl,0.154406,0.075352,0.043051,600,0.123234,0.373694,0.04772,0.380996,0.330435,1.260452,0.035995,0.703735,0.987013,1.186782,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.446939,A
melbourne_temp,127,1260,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_127.pkl,0.155061,0.072021,0.042875,600,0.089016,0.368404,0.021824,0.396119,-0.079365,1.290033,0.027004,0.649511,0.045045,1.211631,"[{""step"": 0, ""weights"": {""residual_correction_advanced"": 0.5864661655, ""naive"": 0.4135338345}, ""interval"": 2}]",0.873715,A
melbourne_temp,128,1270,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_128.pkl,0.153897,0.071807,0.054331,600,0.062424,0.363818,0.025584,0.48854,0.335616,1.291567,0.02582,0.637903,0.523437,1.217236,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 1}]",0.670945,A
melbourne_temp,129,1280,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_129.pkl,0.155548,0.07795,0.025595,600,0.051008,0.360478,0.005584,0.613353,-0.155556,1.320041,0.014741,0.585239,-0.042017,1.246672,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.5088668809, ""auto_arima"": 0.4911331191}, ""interval"": 2}]",0.558722,A
melbourne_temp,130,1290,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_130.pkl,0.151355,0.079992,0.018629,600,0.052416,0.351183,0.006563,0.614743,0.235294,1.309287,0.009048,0.540021,0.098039,1.250243,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7234999999, ""residual_correction_advanced"": 0.2765000001}, ""interval"": 3}]",0.969084,A
melbourne_temp,131,1300,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_131.pkl,0.136525,0.058424,0.020335,600,0.072574,0.341821,-0.093459,0.684028,-0.373832,1.271373,0.008188,0.545046,0.116667,1.230287,"[{""step"": 0, ""weights"": {""detrender"": 0.5052518273, ""chunk_ensemble"": 0.4947481727}, ""interval"": 2}]",1.15888,A
melbourne_temp,132,1310,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_132.pkl,0.140548,0.062117,0.031366,600,0.038498,0.339583,0.056663,0.648119,0.056,1.264163,0.006804,0.539864,-0.057143,1.238976,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.974455,A
melbourne_temp,133,1320,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_133.pkl,0.144614,0.061009,0.021929,600,0.009589,0.339122,0.035773,0.717327,-0.31,1.247425,0.007381,0.56602,-0.241758,1.230455,"[{""step"": 0, ""weights"": {""multi_resolution"": 0.7499999999, ""residual_correction_advanced"": 0.2500000001}, ""interval"": 3}]",1.288709,A
melbourne_temp,134,1330,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_134.pkl,0.123576,0.045526,0.014796,600,-0.010699,0.336982,-0.133882,0.84575,0.698276,1.18657,0.002268,0.63152,0.628099,1.199195,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 1}]",0.303725,A
melbourne_temp,135,1340,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_135.pkl,0.107746,0.038017,0.015295,600,-0.043297,0.332444,-0.068943,0.731685,-0.361111,1.090935,-0.006652,0.645673,0.0,1.184739,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 1.0}, ""interval"": 1}]",1.105099,A
melbourne_temp,136,1350,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_136.pkl,0.075033,0.032428,0.015639,600,-0.037999,0.330515,-0.079466,0.65516,-0.009524,0.947142,-0.028033,0.720145,-0.174603,1.157284,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.602186,A
melbourne_temp,137,1360,600,600,12,12,6,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_137.pkl,0.050547,0.029708,0.008673,600,-0.046854,0.327948,-0.075083,0.480487,-0.132812,0.912351,-0.038407,0.760098,-0.239726,1.130938,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.7499999999, ""residual_correction_advanced"": 0.2500000001}, ""interval"": 3}]",0.516719,A
melbourne_temp,138,1370,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_138.pkl,0.022434,0.023693,0.015938,600,-0.056373,0.322392,0.070056,0.440106,0.024096,0.871901,-0.044993,0.78519,-0.37037,1.10601,"[{""step"": 0, ""weights"": {""chunk_ensemble"": 0.7999999999, ""multi_resolution"": 0.2000000001}, ""interval"": 2}]",0.629689,A
melbourne_temp,139,1380,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_139.pkl,0.005223,0.041396,0.018822,600,-0.046371,0.324703,-0.089388,0.567237,0.375,0.860927,-0.055114,0.840373,-0.191176,1.070949,"[{""step"": 0, ""weights"": {""progressive_adaptive_combiner"": 0.562322011, ""multi_resolution"": 0.437677989}, ""interval"": 2}]",0.495823,A
melbourne_temp,140,1390,600,600,12,12,7,3.102587519025876,/root/xx/storage/autotune_results/window_data/melbourne_temp_window_140.pkl,0.025949,0.04909,0.02911,600,-0.042473,0.322345,-0.098776,0.536315,-0.391304,0.830065,-0.059558,0.8485,-0.672897,1.035727,"[{""step"": 0, ""weights"": {""multi_resolution"": 1.0}, ""interval"": 3}]",0.612392,A
